timeOfRun,forwardFile,ReverseFile,forwardTime,ReverseTime,forwardFileCount,ReverseFileCount,uniqueCount,mergeTime,finalCount,totalTime,droppedCount
2024-06-25 11:27:35,C:/Users/Liam/Documents/M3 Files to test/P3ANUT-scripts/thirdYearProjectSubmission/seqs/PID-1769-TL-BSA1-R1A_S146_R1_001.fastq,C:/Users/Liam/Documents/M3 Files to test/P3ANUT-scripts/thirdYearProjectSubmission/seqs/PID-1769-TL-BSA1-R1A_S146_R2_001.fastq,4.184316158294678,4.203758001327515,0,0,0,0.04288530349731445,0,8.430959463119507,0
2024-06-25 11:37:30,C:/Users/Liam/Documents/M3 Files to test/P3ANUT-scripts/thirdYearProjectSubmission/seqs/PID-1769-TL-BSA1-R1A_S146_R1_001.fastq,C:/Users/Liam/Documents/M3 Files to test/P3ANUT-scripts/thirdYearProjectSubmission/seqs/PID-1769-TL-BSA1-R1A_S146_R2_001.fastq,4.662535667419434,4.645578861236572,0,0,0,0.0,0,9.308114528656006,0
2024-06-25 11:42:15,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-BSA1-R1A_S146_R1_001.fastq,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-BSA1-R1A_S146_R2_001.fastq,4.647080659866333,4.091062307357788,0,0,0,0.0,0,8.738142967224121,0
2024-06-25 11:43:36,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-BSA1-R1A_S146_R1_001.fastq,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-BSA1-R1A_S146_R2_001.fastq,3.8377394676208496,3.7798938751220703,0,0,0,0.0,0,7.61763334274292,0
2024-06-25 11:48:16,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-BSA1-R1A_S146_R1_001.fastq,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-BSA1-R1A_S146_R2_001.fastq,12.485618352890015,13.546781539916992,1099400,1099400,0,82.57023930549622,1086550,108.60263919830322,12850
2024-06-25 11:52:34,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-BSA1-R1U_S128_R1_001.fastq,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-BSA1-R1U_S128_R2_001.fastq,11.162156581878662,11.238951921463013,643007,643007,0,50.85902285575867,634127,73.26013135910034,8880
2024-06-25 13:07:39,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-BSA1-R2U_S164_R1_001.fastq,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-BSA1-R2U_S164_R2_001.fastq,27.33790922164917,28.949600219726562,2023114,2023114,0,167.13215470314026,1996148,223.419664144516,26966
2024-06-25 13:12:02,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-BSA2-R1A_S147_R1_001.fastq,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-BSA2-R1A_S147_R2_001.fastq,11.549122333526611,11.841341733932495,700073,700073,0,56.00627851486206,692348,79.39674258232117,7725
2024-06-25 14:00:39,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-BSA2-R1U_S129_R1_001.fastq,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-BSA2-R1U_S129_R2_001.fastq,13.149842262268066,13.82204556465149,873760,873760,0,66.26882314682007,868928,93.24071097373962,4832
2024-06-25 14:08:31,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-BSA2-R2U_S165_R1_001.fastq,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-BSA2-R2U_S165_R2_001.fastq,10.668476819992065,11.298791408538818,668912,668912,0,53.86897587776184,657755,75.83624410629272,11157
2024-06-25 14:14:22,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-BSA3-R1A_S148_R1_001.fastq,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-BSA3-R1A_S148_R2_001.fastq,12.111618518829346,12.845655679702759,806945,806945,0,65.65646052360535,796875,90.61373472213745,10070
2024-06-25 14:20:22,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-BSA3-R1U_S130_R1_001.fastq,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-BSA3-R1U_S130_R2_001.fastq,12.399847745895386,13.144855737686157,832098,832098,0,62.9756281375885,821385,88.52033162117004,10713
2024-06-25 14:23:05,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-BSA3-R2U_S166_R1_001.fastq,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-BSA3-R2U_S166_R2_001.fastq,13.76419997215271,14.823369026184082,960678,960678,0,77.4618968963623,944888,106.0494658946991,15790
2024-06-25 14:25:58,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-CA1-R1A_S137_R1_001.fastq,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-CA1-R1A_S137_R2_001.fastq,10.66648268699646,11.323724508285522,677299,677299,0,55.35699725151062,672557,77.3472044467926,4742
2024-06-25 14:28:03,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-CA1-R1U_S119_R1_001.fastq,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-CA1-R1U_S119_R2_001.fastq,12.065740823745728,12.906492948532104,799425,799425,0,65.25952172279358,781599,90.23175549507141,17826
2024-06-25 14:32:10,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-CA1-R2U_S155_R1_001.fastq,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-CA1-R2U_S155_R2_001.fastq,15.696034908294678,16.63951277732849,1101302,1101302,0,83.66531229019165,1086370,116.00085997581482,14932
2024-06-25 14:35:12,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-CA2-R1A_S138_R1_001.fastq,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-CA2-R1A_S138_R2_001.fastq,9.328060388565063,9.898535251617432,556000,556000,0,46.12667536735535,552656,65.35327100753784,3344
2024-06-25 14:39:23,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-CA2-R1U_S120_R1_001.fastq,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-CA2-R1U_S120_R2_001.fastq,11.818403005599976,12.658156633377075,772397,772397,0,64.81072163581848,759644,89.28728127479553,12753
2024-06-25 14:43:30,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-CA2-R2U_S156_R1_001.fastq,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-CA2-R2U_S156_R2_001.fastq,20.769470691680908,22.140804290771484,1570731,1570731,0,124.54202365875244,1552108,167.45229864120483,18623
2024-06-25 14:45:57,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-CA3-R1A_S139_R1_001.fastq,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-CA3-R1A_S139_R2_001.fastq,12.392866849899292,13.229629039764404,832179,832179,0,67.3389618396759,823798,92.9614577293396,8381
2024-06-25 14:47:48,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-CA3-R1U_S121_R1_001.fastq,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-CA3-R1U_S121_R2_001.fastq,9.912497758865356,10.686428546905518,603990,603990,0,47.096084117889404,598001,67.69501042366028,5989
2024-06-25 14:50:40,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-CA3-R2U_S157_R1_001.fastq,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-CA3-R2U_S157_R2_001.fastq,15.782802820205688,17.14017391204834,1125553,1125553,0,91.35974049568176,1104937,124.28271722793579,20616
2024-06-25 14:55:15,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-IGG1-R1A_S143_R1_001.fastq,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-IGG1-R1A_S143_R2_001.fastq,14.472306966781616,15.349960088729858,1007312,1007312,0,77.6483986377716,980857,107.47066569328308,26455
2024-06-25 15:00:23,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-IGG1-R1U_S125_R1_001.fastq,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-IGG1-R1U_S125_R2_001.fastq,24.272105932235718,26.24183988571167,1883528,1883528,0,142.78225684165955,1862546,193.29620265960693,20982
2024-06-25 15:04:20,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-IGG1-R2U_S161_R1_001.fastq,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-IGG1-R2U_S161_R2_001.fastq,19.845939874649048,21.541406869888306,1490675,1490675,0,127.51906442642212,1460429,168.90641117095947,30246
2024-06-25 15:08:28,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-IGG2-R1A_S144_R1_001.fastq,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-IGG2-R1A_S144_R2_001.fastq,16.035128116607666,17.392499923706055,1149586,1149586,0,92.40494513511658,1137313,125.8325731754303,12273
2024-06-25 15:12:29,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-IGG2-R1U_S126_R1_001.fastq,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-IGG2-R1U_S126_R2_001.fastq,13.445053577423096,14.405485153198242,916148,916148,0,69.31667447090149,906051,97.16721320152283,10097
2024-06-25 15:17:05,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-IGG2-R2U_S162_R1_001.fastq,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-IGG2-R2U_S162_R2_001.fastq,27.277071952819824,29.673664808273315,2135842,2135842,0,170.70659732818604,2116751,227.65733408927917,19091
2024-06-25 15:21:19,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-IGG3-R1A_S145_R1_001.fastq,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-IGG3-R1A_S145_R2_001.fastq,19.036106824874878,20.214951276779175,1399925,1399925,0,104.12161993980408,1385712,143.37267804145813,14213
2024-06-25 15:24:01,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-IGG3-R1U_S127_R1_001.fastq,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-IGG3-R1U_S127_R2_001.fastq,11.366610050201416,12.134557008743286,733201,733201,0,55.50659728050232,724151,79.00776433944702,9050
2024-06-25 15:27:36,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-IGG3-R2U_S163_R1_001.fastq,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-IGG3-R2U_S163_R2_001.fastq,18.904456615447998,20.531108140945435,1303264,1303264,0,98.86367774009705,1282739,138.29924249649048,20525
2024-06-25 15:31:26,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-LA1-R1A_S131_R1_001.fastq,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-LA1-R1A_S131_R2_001.fastq,11.220999479293823,11.766541242599487,695463,695463,0,54.29982304573059,691427,77.2873637676239,4036
2024-06-25 15:34:07,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-LA1-R1U_S113_R1_001.fastq,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-LA1-R1U_S113_R2_001.fastq,14.256882905960083,15.246238946914673,977647,977647,0,73.1324713230133,967738,102.63559317588806,9909
2024-06-25 15:54:09,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-LA1-R1U_S113_R1_001.fastq,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-LA1-R1U_S113_R2_001.fastq,13.891366958618164,15.513523578643799,977647,977647,0,73.64012861251831,967738,103.04501914978027,9909
2024-06-25 15:56:41,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-LA1-R1U_S113_R1_001.fastq,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-LA1-R1U_S113_R2_001.fastq,14.051431894302368,15.000893592834473,977647,977647,0,78.08323621749878,967738,107.13556170463562,9909
2024-06-25 16:00:19,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-LA1-R2U_S149_R1_001.fastq,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-LA1-R2U_S149_R2_001.fastq,19.02114510536194,20.47027039527893,1376849,1376849,0,118.48322248458862,1350522,157.9746379852295,26327
2024-06-25 16:03:20,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-LA2-R1A_S132_R1_001.fastq,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-LA2-R1A_S132_R2_001.fastq,12.486616134643555,13.42410922050476,820352,820352,0,68.14879655838013,804524,94.05952191352844,15828
2024-06-25 16:05:46,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-LA2-R1U_S114_R1_001.fastq,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-LA2-R1U_S114_R2_001.fastq,11.165149450302124,11.889212369918823,680548,680548,0,55.62129068374634,668887,78.67565250396729,11661
2024-06-25 16:08:16,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-LA2-R2U_S150_R1_001.fastq,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-LA2-R2U_S150_R2_001.fastq,14.384541749954224,15.321037292480469,973837,973837,0,74.51577425003052,964868,104.22135329246521,8969
2024-06-25 16:10:39,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-LA3-R1A_S133_R1_001.fastq,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-LA3-R1A_S133_R2_001.fastq,9.745942831039429,10.241617918014526,558039,558039,0,49.44879364967346,543065,69.43635439872742,14974
2024-06-25 16:13:26,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-LA3-R1U_S115_R1_001.fastq,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-LA3-R1U_S115_R2_001.fastq,12.757911205291748,13.63155460357666,830506,830506,0,64.52648162841797,820255,90.91594743728638,10251
2024-06-25 16:54:37,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-LA3-R2U_S151_R1_001.fastq,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-LA3-R2U_S151_R2_001.fastq,12.606295824050903,13.186743974685669,808242,808242,0,61.10163879394531,794359,86.89467859268188,13883
2024-06-25 17:05:01,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-LB1-R1A_S134_R1_001.fastq,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-LB1-R1A_S134_R2_001.fastq,18.57234477996826,18.220285892486572,895701,895701,0,85.40366458892822,890038,122.19629526138306,5663
2024-06-25 17:08:44,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-LB1-R1U_S116_R1_001.fastq,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-LB1-R1U_S116_R2_001.fastq,22.401108026504517,23.797375202178955,1491894,1491894,0,115.37054491043091,1465729,161.56902813911438,26165
2024-06-25 17:11:46,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-LB1-R2U_S152_R1_001.fastq,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-LB1-R2U_S152_R2_001.fastq,15.71598196029663,16.749218940734863,1082405,1082405,0,84.65765905380249,1068701,117.12285995483398,13704
2024-06-25 17:14:33,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-LB2-R1A_S135_R1_001.fastq,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-LB2-R1A_S135_R2_001.fastq,2.790539264678955,2.850379467010498,0,0,0,0.0,0,5.640918731689453,0
2024-06-25 17:17:58,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-LB2-R1A_S135_R1_001.fastq,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-LB2-R1A_S135_R2_001.fastq,10.569741010665894,11.687751531600952,656719,656719,0,63.10627889633179,642818,85.36377143859863,13901
2024-06-25 17:20:03,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-LB2-R1U_S117_R1_001.fastq,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-LB2-R1U_S117_R2_001.fastq,11.782498598098755,13.968652725219727,743644,743644,0,63.05142593383789,739848,88.80257725715637,3796
2024-06-25 17:24:32,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-LB2-R2U_S153_R1_001.fastq,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-LB2-R2U_S153_R2_001.fastq,21.65211009979248,23.480223417282104,1485280,1485280,0,122.67102670669556,1456085,167.80336022377014,29195
2024-06-25 17:27:25,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-LB3-R1A_S136_R1_001.fastq,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-LB3-R1A_S136_R2_001.fastq,13.159816026687622,15.817709684371948,863569,863569,0,84.05726361274719,857677,113.03478932380676,5892
2024-06-25 17:30:15,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-LB3-R1U_S118_R1_001.fastq,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-LB3-R1U_S118_R2_001.fastq,9.897536754608154,10.610632181167603,528176,528176,0,46.875672340393066,521090,67.38384127616882,7086
2024-06-25 17:33:15,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-LB3-R2U_S154_R1_001.fastq,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-LB3-R2U_S154_R2_001.fastq,13.801101207733154,14.344647884368896,862027,862027,0,69.19898915290833,847091,97.34473824501038,14936
2024-06-25 17:41:31,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-PRE-TR_S168_R1_001.fastq,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-PRE-TR_S168_R2_001.fastq,25.385130405426025,27.680991649627686,1927081,1927081,0,273.1814694404602,1907174,326.2475914955139,19907
2024-06-25 17:46:04,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-RCA1-R1A_S140_R1_001.fastq,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-RCA1-R1A_S140_R2_001.fastq,13.632551908493042,14.475298643112183,911240,911240,0,71.33627510070801,903064,99.44412565231323,8176
2024-06-25 17:50:18,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-RCA1-R1U_S122_R1_001.fastq,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-RCA1-R1U_S122_R2_001.fastq,9.926460266113281,10.780178308486938,578551,578551,0,45.757662296295166,573113,66.46430087089539,5438
2024-06-25 17:58:27,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-RCA1-R2U_S158_R1_001.fastq,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-RCA1-R2U_S158_R2_001.fastq,18.734910249710083,20.070339918136597,1352247,1352247,0,102.71537971496582,1337185,141.5206298828125,15062
2024-06-25 18:04:53,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-RCA2-R1A_S141_R1_001.fastq,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-RCA2-R1A_S141_R2_001.fastq,24.379818201065063,26.31065559387207,1819568,1819568,0,142.01331210136414,1794832,192.70378589630127,24736
2024-06-25 18:09:16,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-RCA2-R1U_S123_R1_001.fastq,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-RCA2-R1U_S123_R2_001.fastq,14.961000919342041,15.567378520965576,705896,705896,0,64.50604701042175,689055,95.03442645072937,16841
2024-06-25 18:16:19,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-RCA2-R2U_S159_R1_001.fastq,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-RCA2-R2U_S159_R2_001.fastq,33.61113619804382,36.049617528915405,2272163,2272163,0,211.9734559059143,2246062,281.63420963287354,26101
2024-06-25 18:24:28,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-RCA3-R1A_S142_R1_001.fastq,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-RCA3-R1A_S142_R2_001.fastq,15.386862754821777,14.902155876159668,837779,837779,0,72.17454791069031,827540,102.46356654167175,10239
2024-06-25 18:27:39,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-RCA3-R1U_S124_R1_001.fastq,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-RCA3-R1U_S124_R2_001.fastq,13.703363418579102,15.342978477478027,817003,817003,0,71.38414716720581,802757,100.43048906326294,14246
2024-06-25 18:32:22,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-RCA3-R2U_S160_R1_001.fastq,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-RCA3-R2U_S160_R2_001.fastq,23.4558002948761,25.37316060066223,1494732,1494732,0,136.94147109985352,1473630,185.77043199539185,21102
2024-06-25 18:37:09,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-UNPAN_S167_R1_001.fastq,C:/Users/Liam/Documents/M3 Files/P3ANUT/seqs/PID-1769-TL-UNPAN_S167_R2_001.fastq,23.683680772781372,28.348206281661987,1644542,1644542,0,139.59777116775513,1612030,191.6296582221985,32512
2024-06-26 14:36:52,G:/M7_Seqs/M7 Gal-RCA/GAL-RCA-1-PC/GAL-RCA-1-PC_S102_R1_001/PID-1309-GAL-RCA-1-PC_S102_R1_001.fastq,G:/M7_Seqs/M7 Gal-RCA/GAL-RCA-1-PC/GAL-RCA-1-PC_S102_R2_001/PID-1309-GAL-RCA-1-PC_S102_R2_001.fastq,28.14525580406189,30.6321017742157,1701738,1701812,74,104.1684947013855,1446633,162.9458522796631,255179
2024-06-26 14:44:47,G:/M7_Seqs/M7 Gal-RCA/GAL-RCA-2-PC/PID-1309-GAL-RCA-2-PC_S103_R1_001.fastq/PID-1309-GAL-RCA-2-PC_S103_R1_001.fastq,G:/M7_Seqs/M7 Gal-RCA/GAL-RCA-2-PC/PID-1309-GAL-RCA-2-PC_S103_R2_001.fastq/PID-1309-GAL-RCA-2-PC_S103_R2_001.fastq,32.84569263458252,36.79063606262207,2000010,2000066,56,123.49482345581055,1705601,193.13115215301514,294465
2024-06-26 14:48:26,G:/M7_Seqs/M7 Gal-RCA/GAL-RCA-3-PC/PID-1309-GAL-RCA-3-PC_S104_R1_001.fastq/PID-1309-GAL-RCA-3-PC_S104_R1_001.fastq,G:/M7_Seqs/M7 Gal-RCA/GAL-RCA-3-PC/PID-1309-GAL-RCA-3-PC_S104_R2_001.fastq/PID-1309-GAL-RCA-3-PC_S104_R2_001.fastq,10.198732614517212,10.68842339515686,482194,482194,0,31.090875387191772,426757,51.978031396865845,55437
